0	0.846275	0	0	0	0	0	1.4981	0.270441	0	0	0	0	0	0	0.442967	0	0	0	0	1.07114	0.584837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.480862	0.446993	0	1.03455	1.12211	0.205043	0	0.524224	0.520504	0	0.269492	0	0	0.585557	0	0	0	0	0	0	0.2902	0	0	0	0	0	0	0	0	0	0	0	0	0.281642	0	0.444569	0	0	0.519813	0	0	0	0	0	0	0	0	0	0	0	0.333751	0	0	0	0	-0.672129	-0.593746	-0.268175	-0.547083	-0.103464	-1.41522	-0.00138312	-1.33594	-2.01722	-1.24096	-0.617476	-0.471326	-0.00138312	-1.11723	-0.924967	-1.65669	-0.41401	-0.902649	-0.54404	-0.488047	-1.60923	-0.00138312	-0.694308	-1.3923	-2.74271	
0	0	0.554191	0	0	0	0	0.262002	0.823786	0.935664	0.514991	0	0.32543	0	0	0	0.761636	0	0	0	0	0	0.787985	0.239388	0	0	0	0	0	0	0	0	0	0	0	0	0.718609	0	0	0	0	0	0	0	0	0	0	0	0	0	0.944382	0	0	0	0.624158	0.526026	0	0	0	0	0	0	0	0	1.3414	0	0	0.180306	0	0.225913	0	0	0	0	0	0	0	0	0	0	0	0	0.375332	0	0	0	0	0	0	0	0	1.01728	0	0	0.609778	0	0	0	0	0.627473	-0.472187	-2.20157	-0.651729	-0.608753	-1.91743	-2.20786	-0.232082	-1.63205	-0.787767	-0.734081	0	-2.44137	-1.12145	-1.30721	-0.556939	-1.11591	-0.24068	-0.806044	-0.709863	-0.722858	-0.0326125	0	-0.0536421	-1.06693	-0.775557	
0	0.334764	0	0	0.372044	0.424782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272636	0	0	0	0	0	0	0	0	0.360747	0.464012	0	0	0	0	0	0.376106	0	0.458484	0.207489	0	0	0	0	0	0	0.327125	0	1.04625	0	0	0	0.780912	0	0	0	0	0	0	0	0	0.392518	0	0	0	0	0	0	0	0	0	0	0.697753	0	1.1786	0	0	0	0	1.19837	0	0.537856	0	0	0.924097	0	0.239634	0	0.249712	0	0	0	0	0	0	0	0	0	0	-0.75811	-0.692663	-0.300039	-1.25235	-0.967414	-1.13785	-0.1836	-1.57862	-0.776582	-1.47973	-1.56732	0	-0.973489	-1.23598	-0.887477	-0.567264	-0.662474	-0.318022	-0.480331	-0.647674	-1.92741	0	-0.591079	-0.47792	-1.38087	
0	0.846041	0	0	0	0	0	0.641906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20895	1.05752	0.838939	0	0	0	0	0	0.656459	0	0	0	0	0.547792	0	0	0	0.500901	0	0.28318	0	0	0.444534	0	0	0	0	0	0	0.583152	0	0	0	0	0	0	0.244402	0	0	0	0	0.367715	0	0	0	1.59833	0	0	0	0	0	0	0	0	0	0	0	0	0	0.374345	0	0.585177	0	0.521357	0	0	0	0	0.274664	0.419617	0	0	0	0.443539	-0.622947	-1.22465	-1.12686	-0.0031756	-0.195884	-1.82067	-0.000383324	-1.88602	-1.85286	-2.11105	-0.000383324	-0.776049	-0.846644	-1.55898	-0.329458	-0.982343	-2.77636	-0.000383324	-0.693763	-0.000383324	-0.98438	-0.000383324	-1.429	-0.165602	-1.04991	
0	0	0	0	0	0	0	0	0	0.571772	0	0	0	0	0	0	0	0	0	0	0	0	1.04405	0	0	0	0	0.289717	0	0	0	0	0.650215	1.59119	0	0	0	0	0	0.63012	0	0	0	0.868093	0	0	0	0	0.509303	0	0	0	0	0	0.417551	0.881834	0	0.147803	0	0	0.936892	0	0	0	0	0	0	0	0	0	0.693752	0	0	0.479306	0	0	0	0	0	0	0	0.44694	0	0.478817	0	0	0	0	0	0	0	0.507879	0	0.575135	0	0.254574	0.817911	0	0	0	-1.3611	-2.35909	0	-1.10296	-0.355612	-0.86637	-0.774833	-1.02909	-1.388	-0.879417	-0.90433	-0.820139	0	-0.0313257	-0.644809	-0.27435	-2.03562	-0.222943	-2.06344	-1.37593	-1.07502	-1.3022	-1.17692	-0.362077	-0.387769	
0	0	0	0	0	0	0	0.706486	0	0	0	0	0	0	0.782471	0	0	0	0	0	0.575104	0	0	0.250299	0	0	0	0	0.516602	0	0	0.362425	0	0	0	0	0.817401	0	0	0	0.384568	0	0	0.651401	0	0	0	1.23348	0	0	0	0	0	0	0	0	0.455361	0	0	0	0	0	0	0	0	0.560384	0	0	0	0	0	0	0	0	0	0	0.548138	0.353332	0.290618	0.282381	0	0	0	0	0	0.119763	0	0.66582	0	0	0	0	0.511154	0	0	0.239626	0	0	0	0	-0.438891	-0.00447059	-0.748009	-0.309531	-1.43934	-0.748568	-0.117958	-2.07675	-0.683152	-1.2362	-1.10635	-0.0907128	0	-2.1629	-0.417975	-1.09662	-2.26445	-0.0809454	-0.745403	-0.727004	-0.974095	-0.109549	-0.900919	-1.03012	-0.797052	
0	0	0	0	0	0	0	0	0	0.578871	0	0	0	0	0	0	0	0	0.580875	0	0	0.553699	0	0.415133	0	0	0	0	0	0	0.436848	0.649222	0	0	0.625249	0	0	0	0.392697	0.556236	0	0.378474	0	0	0	0	0.318581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.697375	0	0	0.242978	0.16985	0	0	0	0	0	0.398146	0.419983	0.236029	0	0	0.454301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.470808	0	0	0	0	0	0	0.800338	-1.02391	-0.258786	-0.980568	-0.98133	-0.156092	-0.660843	-0.673387	-1.97569	-0.619079	-0.939346	-0.0987033	-1.165	-1.03627	-1.43081	-1.6582	-0.000465305	-0.59909	-0.326009	-0.000465305	-0.000465305	-1.09085	-0.815516	-1.73503	-0.866525	-0.28325	
0	0	0.334771	0	0	0	0.586379	0	0	0	0	0	0	0	0	0	0.258182	0	0	0	0	0	0	0	0.417048	0	0	0	0	0	1.20945	0	0	0	0	0.622628	0	0.660897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.598098	0	0	0	0.538214	0	0	0	0	0.616675	0.3362	0	0	0	0	0.630557	0	0	0	0.453009	0	0	0	0	0	0	0.256526	0	0	0.395764	0	0.568479	0.459629	0	0	0	0	0	0	0.308962	0.604514	0.409314	-1.95351	-0.462896	-1.84005	-1.10618	-0.123993	-0.479484	-0.407661	0	-0.541883	-1.91204	-0.907839	-0.578856	-0.670068	-0.6207	-0.709732	-0.442914	-0.346304	-0.546616	-0.454838	-0.376083	-1.3778	0	-0.640419	-1.40451	-2.36159	
0	0	0	0	0	0	0.325886	0	0	0	0	0	0.204345	0	0.905862	0	0	0	0.437393	0	0	0.213825	0	0	0	0	0.344927	0	0	0	0	0	0	0	0.390956	0	0.53159	0.211149	0	0	0	0	0	0.315941	0	0	0	0.439587	0.497809	0	0	0	0.565119	0.956094	0	0	0.299063	0.733229	0	0.341142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.277986	0	0	0	0	0	0.217193	0	0	0	0	0	0	0	0	0	0	0	0	0.77396	0	-0.857299	-0.872545	-0.706171	-1.3294	-1.1441	-0.630685	-0.113737	-0.993793	-0.527093	-1.24615	-0.441556	-0.117249	-0.793045	-1.25978	-0.327715	-0.450141	0	-1.01525	-0.751298	-1.57119	-0.66294	-0.788563	-0.759959	-0.782018	-0.841656	
0	0	0	0	0	0	0	0	0.525557	0	0.405295	0.341229	0	0.867014	0	0	0.453086	0.239117	0	0.362735	0	0	0	0	0	0.358547	0	0	0	0	0	0	0	0	0	0	0.40851	0	0	0.3395	0	0	0.187659	0	0	0.375688	0	0	0	0	0	0	0	0.633163	0	0	0.592616	0	0	0	0	0	0	0.523045	0.609451	0	0	0.267188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244339	0	0	0	0	0	0	0	0	0	0.432467	0	0	0.61543	0	-0.697133	-1.55762	-0.462237	-0.779421	-1.91607	-0.960168	-0.708622	-0.408263	-0.70436	-0.244533	-0.752897	-0.838284	-0.752558	-0.361312	-0.611477	-0.235323	-0.528082	-1.15646	-0.353542	-1.41081	-0.502035	-1.49125	-0.188566	-1.08984	-0.0707729	
0	0	0	0	0	0	0.253821	0	0	0	0	0.84549	0.213269	0	0	0	0	0	0.631427	0	0	0	0	0.556321	0	0	0	0	0	0	0.239381	0	0.687373	0	0	0.384412	0.533809	0	0	0.485548	0	0	0	0	0.262039	0	0	0	0	0	0	0	0	0.473178	0	0	0	0	0.567558	0	0	0.903194	0	0	0	0	0.620459	0.62638	0.257582	0	0	0.341408	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12116	0	0	0.696423	0	0	0	0	0	0	0	0	0	0	0	-0.618872	-0.652584	-2.36153	-1.30224	-0.71103	-0.735689	-0.441359	-1.08092	-0.952616	-0.864958	-0.112451	-1.49721	-1.34981	-1.4768	-1.18378	-0.347286	-0.924223	-0.197957	0	-0.345375	-0.913866	-0.397279	-0.990412	-0.897705	-0.344593	
